"Year","Quarter","Month","HHS_Region","Pathogen","Number_of_isolates","Past_two_years_average"
"2,025","1","3","Region 8 - Denver","Salmonella","112","115.5"
"2,025","2","6","Region 7 - Kansas City","Salmonella","256","261.5"
"2,024","4","12","Region 9 - San Francisco","Shigella","161","134"
"2,023","1","3","Region 9 - San Francisco","STEC","98","38.5"
"2,025","1","2","Region 7 - Kansas City","Vibrio","1","0.5"
"2,024","4","11","Region 9 - San Francisco","Vibrio","0","2.5"
"2,025","2","6","Region 5 - Chicago","STEC","203","211.5"
"2,024","2","5","Region 3 - Philadelphia","Salmonella","370","366.5"
"2,025","1","2","Region 2 - New York","Campylobacter","1","4"
"2,024","2","4","Region 3 - Philadelphia","Salmonella","284","236"
"2,025","2","6","Region 9 - San Francisco","Vibrio","7","4"
"2,025","3","7","Region 8 - Denver","Vibrio","2","9.5"
"2,025","2","6","Region 3 - Philadelphia","Campylobacter","78","46"
"2,025","1","1","Region 1 - Boston","Vibrio","0","0.5"
"2,025","3","9","Region 6 - Dallas","Campylobacter","0","6.5"
"2,025","3","7","Region 4 - Atlanta","Salmonella","2,029","1,804"
"2,025","2","5","Region 4 - Atlanta","Salmonella","1,216","1,002"
"2,025","2","4","Region 2 - New York","Salmonella","256","254.5"
"2,025","3","7","Region 9 - San Francisco","STEC","103","143"
"2,025","3","9","Region 3 - Philadelphia","Vibrio","0","4"
"2,025","3","9","Region 4 - Atlanta","STEC","0","69.5"
"2,025","1","2","Region 9 - San Francisco","Salmonella","369","356"
"2,025","2","5","Region 9 - San Francisco","Salmonella","657","609.5"
"2,025","3","9","Region 6 - Dallas","Salmonella","0","1,074"
"2,025","3","8","Region 3 - Philadelphia","Campylobacter","30","35"
"2,025","3","7","Region 10 - Seattle","Vibrio","13","7"
"2,025","3","7","Region 8 - Denver","Campylobacter","57","78.5"
"2,025","3","9","Region 5 - Chicago","Campylobacter","0","107"
"2,025","3","9","Region 7 - Kansas City","Salmonella","0","292"
"2,025","3","9","Region 8 - Denver","Shigella","0","42.5"
"2,025","3","9","Region 5 - Chicago","Shigella","0","66.5"
"2,025","3","9","Region 4 - Atlanta","Shigella","0","32"
"2,025","3","7","Region 7 - Kansas City","Shigella","12","29"
"2,023","2","6","Region 9 - San Francisco","Vibrio","5","1.5"
"2,025","3","9","Region 9 - San Francisco","STEC","0","108.5"
"2,025","3","9","Region 1 - Boston","Vibrio","0","9"
"2,025","3","8","Region 6 - Dallas","Shigella","23","39"
"2,025","3","8","Region 7 - Kansas City","Campylobacter","2","3"
"2,024","3","7","Region 9 - San Francisco","Vibrio","11","8"
"2,025","2","5","Region 6 - Dallas","Salmonella","607","586"
"2,025","3","9","Region 3 - Philadelphia","Campylobacter","0","31"
"2,025","3","7","Region 3 - Philadelphia","Salmonella","526","502"
"2,025","3","9","Region 3 - Philadelphia","Shigella","1","28"
"2,025","3","8","Region 10 - Seattle","Campylobacter","14","26"
"2,025","3","7","Region 8 - Denver","STEC","67","98.5"
"2,025","3","8","Region 3 - Philadelphia","Vibrio","3","12.5"
"2,025","2","6","Region 6 - Dallas","Salmonella","755","684"
"2,025","3","8","Region 9 - San Francisco","STEC","48","131.5"
"2,025","3","7","Region 3 - Philadelphia","STEC","54","86"
"2,025","3","7","Region 9 - San Francisco","Vibrio","8","10"
"2,025","3","9","Region 2 - New York","Vibrio","0","6.5"
"2,025","3","7","Region 5 - Chicago","Campylobacter","135","127.5"
"2,025","3","7","Region 10 - Seattle","Salmonella","186","170.5"
"2,025","3","9","Region 10 - Seattle","STEC","0","78.5"
"2,025","3","9","Region 1 - Boston","Salmonella","0","230.5"
"2,025","3","7","Region 9 - San Francisco","Campylobacter","11","34.5"
"2,023","3","8","Region 9 - San Francisco","Vibrio","7","8"
"2,025","3","8","Region 4 - Atlanta","STEC","17","79.5"
"2,025","3","7","Region 8 - Denver","Salmonella","242","196"
"2,025","3","9","Region 6 - Dallas","STEC","0","50"
"2,025","3","8","Region 8 - Denver","Vibrio","3","4"
"2,025","3","8","Region 3 - Philadelphia","STEC","39","62.5"
"2,025","3","8","Region 4 - Atlanta","Vibrio","5","20.5"
"2,025","3","8","Region 10 - Seattle","Salmonella","173","217"
"2,025","3","9","Region 7 - Kansas City","Vibrio","0","0"
"2,025","2","6","Region 8 - Denver","Shigella","16","19"
"2,025","3","9","Region 5 - Chicago","Salmonella","0","697"
"2,025","3","9","Region 6 - Dallas","Shigella","0","41.5"
"2,025","3","8","Region 5 - Chicago","Campylobacter","75","131.5"
"2,025","2","5","Region 5 - Chicago","Salmonella","567","649"
"2,025","3","8","Region 1 - Boston","Salmonella","199","270"
"2,025","2","6","Region 2 - New York","STEC","68","74.5"
"2,025","3","7","Region 4 - Atlanta","Vibrio","24","43"
"2,025","3","9","Region 9 - San Francisco","Vibrio","0","5.5"
"2,025","3","7","Region 1 - Boston","Vibrio","21","20.5"
"2,025","3","8","Region 2 - New York","Salmonella","264","519"
"2,025","3","9","Region 9 - San Francisco","Salmonella","0","905.5"
"2,025","3","9","Region 6 - Dallas","Vibrio","0","7.5"
"2,025","3","9","Region 2 - New York","Salmonella","0","421.5"
"2,025","1","2","Region 1 - Boston","Salmonella","92","111.5"
"2,024","3","7","Region 5 - Chicago","Salmonella","868","837"
"2,025","3","7","Region 1 - Boston","Shigella","40","34"
"2,025","2","6","Region 2 - New York","Salmonella","323","326.5"
"2,025","3","7","Region 9 - San Francisco","Shigella","201","206.5"
"2,025","3","8","Region 7 - Kansas City","Shigella","13","27"
"2,025","3","9","Region 10 - Seattle","Vibrio","0","5.5"
"2,025","3","7","Region 7 - Kansas City","Salmonella","302","298.5"
"2,025","3","8","Region 6 - Dallas","Vibrio","9","10"
"2,025","2","6","Region 4 - Atlanta","Salmonella","1,572","1,377.5"
"2,025","3","7","Region 7 - Kansas City","STEC","106","111"
"2,024","2","6","Region 9 - San Francisco","Vibrio","3","4"
"2,023","3","7","Region 9 - San Francisco","Salmonella","694","333"
"2,025","3","7","Region 6 - Dallas","Vibrio","17","10"
"2,025","3","8","Region 7 - Kansas City","Salmonella","176","282.5"
"2,025","3","7","Region 7 - Kansas City","Campylobacter","6","3"
"2,025","1","2","Region 4 - Atlanta","Salmonella","469","473.5"
"2,025","3","9","Region 3 - Philadelphia","Salmonella","0","428.5"
"2,025","2","5","Region 7 - Kansas City","Salmonella","189","221"
"2,025","1","2","Region 5 - Chicago","Salmonella","334","366"
"2,025","3","7","Region 4 - Atlanta","STEC","105","108.5"
"2,025","3","9","Region 8 - Denver","STEC","0","52"
"2,025","3","8","Region 8 - Denver","STEC","48","77"
"2,025","3","8","Region 6 - Dallas","Campylobacter","2","9.5"
"2,025","3","7","Region 6 - Dallas","Salmonella","1,028","903.5"
"2,025","2","4","Region 9 - San Francisco","STEC","101","88"
"2,025","3","7","Region 2 - New York","Vibrio","11","19"
"2,025","3","7","Region 1 - Boston","Campylobacter","78","60"
"2,025","3","8","Region 4 - Atlanta","Salmonella","1,288","1,940"
"2,024","1","2","Region 9 - San Francisco","Vibrio","5","2"
"2,024","2","4","Region 5 - Chicago","Salmonella","536","457"
"2,025","3","9","Region 1 - Boston","Shigella","0","32"
"2,023","1","2","Region 9 - San Francisco","Vibrio","1","1.5"
"2,025","3","9","Region 2 - New York","Campylobacter","0","1"
"2,024","3","8","Region 9 - San Francisco","Vibrio","10","11.5"
"2,025","3","8","Region 1 - Boston","Vibrio","12","18"
"2,025","3","9","Region 8 - Denver","Salmonella","0","171"
"2,025","3","7","Region 1 - Boston","Salmonella","299","286"
"2,025","3","8","Region 7 - Kansas City","Vibrio","1","3.5"
"2,025","3","9","Region 2 - New York","Shigella","0","125"
"2,025","3","8","Region 8 - Denver","Shigella","31","36.5"
"2,025","2","6","Region 5 - Chicago","Shigella","60","53"
"2,025","3","7","Region 1 - Boston","STEC","20","35.5"
"2,025","3","9","Region 4 - Atlanta","Vibrio","0","27.5"
"2,025","3","9","Region 1 - Boston","STEC","0","16"
"2,025","3","8","Region 8 - Denver","Salmonella","169","225.5"
"2,025","3","7","Region 8 - Denver","Shigella","28","27.5"
"2,025","3","8","Region 5 - Chicago","STEC","175","272"
"2,025","3","8","Region 8 - Denver","Campylobacter","45","76.5"
"2,025","3","9","Region 9 - San Francisco","Campylobacter","0","28.5"
"2,025","3","8","Region 9 - San Francisco","Salmonella","394","1,037"
"2,023","3","7","Region 9 - San Francisco","Vibrio","9","3.5"
"2,025","2","5","Region 4 - Atlanta","Campylobacter","164","122.5"
"2,025","3","7","Region 2 - New York","Shigella","60","86"
"2,025","3","7","Region 9 - San Francisco","Salmonella","823","830.5"
"2,025","3","8","Region 5 - Chicago","Vibrio","11","10.5"
"2,025","3","9","Region 9 - San Francisco","Shigella","0","163.5"
"2,025","2","4","Region 5 - Chicago","Salmonella","530","510.5"
"2,025","2","5","Region 8 - Denver","Salmonella","142","148.5"
"2,024","3","9","Region 4 - Atlanta","Campylobacter","149","86"
"2,025","2","6","Region 4 - Atlanta","STEC","123","79.5"
"2,025","2","6","Region 10 - Seattle","Campylobacter","11","9.5"
"2,025","3","8","Region 5 - Chicago","Shigella","42","65.5"
"2,025","3","7","Region 3 - Philadelphia","Campylobacter","69","33"
"2,025","3","7","Region 5 - Chicago","Shigella","49","55"
"2,025","3","8","Region 10 - Seattle","Vibrio","11","12.5"
"2,025","3","8","Region 2 - New York","STEC","43","75"
"2,025","3","9","Region 10 - Seattle","Salmonella","0","160"
"2,024","3","9","Region 9 - San Francisco","Salmonella","944","854.5"
"2,025","3","8","Region 9 - San Francisco","Shigella","66","218.5"
"2,025","3","8","Region 4 - Atlanta","Shigella","32","30.5"
"2,025","3","8","Region 9 - San Francisco","Campylobacter","12","26"
"2,025","3","8","Region 6 - Dallas","Salmonella","705","984"
"2,025","3","7","Region 5 - Chicago","Salmonella","909","873.5"
"2,025","3","7","Region 5 - Chicago","STEC","257","278"
"2,025","3","8","Region 9 - San Francisco","Vibrio","3","8.5"
"2,025","3","9","Region 3 - Philadelphia","STEC","0","48"
"2,025","3","8","Region 1 - Boston","STEC","21","28.5"
"2,024","4","10","Region 4 - Atlanta","Salmonella","1,923","1,415"
"2,025","3","8","Region 1 - Boston","Shigella","16","27"
"2,025","3","7","Region 10 - Seattle","STEC","75","65.5"
"2,025","3","8","Region 2 - New York","Shigella","19","118"
"2,024","3","7","Region 3 - Philadelphia","Salmonella","484","497"
"2,025","2","6","Region 9 - San Francisco","Shigella","134","156"
"2,025","3","8","Region 2 - New York","Vibrio","9","13"
"2,025","1","1","Region 3 - Philadelphia","STEC","21","30.5"
"2,025","3","8","Region 2 - New York","Campylobacter","1","1"
"2,025","1","3","Region 2 - New York","Salmonella","224","212.5"
"2,025","3","9","Region 8 - Denver","Campylobacter","0","67.5"
"2,025","3","9","Region 5 - Chicago","STEC","0","248"
"2,025","3","8","Region 1 - Boston","Campylobacter","37","56"
"2,024","4","11","Region 9 - San Francisco","STEC","103","78.5"
"2,025","3","9","Region 7 - Kansas City","STEC","0","59"
"2,025","3","7","Region 3 - Philadelphia","Shigella","37","23.5"
"2,025","2","6","Region 6 - Dallas","Shigella","33","46.5"
"2,025","3","8","Region 4 - Atlanta","Campylobacter","92","137.5"
"2,025","3","8","Region 6 - Dallas","STEC","27","46.5"
"2,025","2","4","Region 10 - Seattle","Salmonella","139","110.5"
"2,025","1","2","Region 3 - Philadelphia","Campylobacter","18","27"
"2,024","3","7","Region 9 - San Francisco","Salmonella","967","680"
"2,025","3","8","Region 5 - Chicago","Salmonella","712","857"
"2,025","2","4","Region 9 - San Francisco","Salmonella","564","437.5"
"2,025","3","9","Region 2 - New York","STEC","0","64"
"2,025","3","7","Region 6 - Dallas","Campylobacter","14","16"
"2,025","3","7","Region 6 - Dallas","Shigella","22","28"
"2,025","2","6","Region 9 - San Francisco","Salmonella","773","664"
"2,025","3","9","Region 4 - Atlanta","Salmonella","0","1,857"
"2,025","3","7","Region 4 - Atlanta","Campylobacter","257","163"
"2,024","4","11","Region 3 - Philadelphia","Salmonella","252","219.5"
"2,025","2","6","Region 4 - Atlanta","Campylobacter","245","131"
"2,025","3","9","Region 7 - Kansas City","Campylobacter","0","2.5"
"2,024","2","6","Region 2 - New York","Salmonella","340","309.5"
"2,025","2","6","Region 3 - Philadelphia","Salmonella","404","361.5"
"2,025","3","7","Region 6 - Dallas","STEC","71","64"
"2,025","3","8","Region 10 - Seattle","Shigella","20","29.5"
"2,025","2","5","Region 2 - New York","Salmonella","307","331"
"2,025","2","5","Region 4 - Atlanta","STEC","81","59"
"2,024","2","5","Region 5 - Chicago","Salmonella","648","558"
"2,025","3","9","Region 8 - Denver","Vibrio","0","5"
"2,024","3","9","Region 7 - Kansas City","Salmonella","304","273.5"
"2,025","3","7","Region 3 - Philadelphia","Vibrio","18","13"
"2,025","1","3","Region 4 - Atlanta","Salmonella","544","629.5"
"2,025","3","7","Region 10 - Seattle","Shigella","31","16.5"
"2,025","3","8","Region 3 - Philadelphia","Salmonella","367","542.5"
"2,025","3","8","Region 7 - Kansas City","STEC","44","79"
"2,025","3","9","Region 5 - Chicago","Vibrio","0","8"
"2,025","3","7","Region 5 - Chicago","Vibrio","10","13.5"
"2,025","3","9","Region 7 - Kansas City","Shigella","0","31"
"2,025","2","6","Region 9 - San Francisco","STEC","112","118"
"2,025","3","8","Region 3 - Philadelphia","Shigella","15","27.5"
"2,025","3","8","Region 10 - Seattle","STEC","78","88"
"2,025","3","7","Region 4 - Atlanta","Shigella","44","31.5"
"2,025","3","7","Region 10 - Seattle","Campylobacter","23","13.5"
"2,025","3","7","Region 2 - New York","Salmonella","618","481"
"2,025","2","5","Region 2 - New York","STEC","60","62"
"2,025","3","9","Region 10 - Seattle","Shigella","0","25.5"
"2,025","3","9","Region 10 - Seattle","Campylobacter","0","19"
"2,025","2","6","Region 3 - Philadelphia","STEC","69","70"
"2,025","3","9","Region 4 - Atlanta","Campylobacter","0","125.5"
"2,025","3","9","Region 1 - Boston","Campylobacter","0","37.5"
"2,025","3","7","Region 2 - New York","STEC","110","80"
"2,024","2","5","Region 6 - Dallas","Salmonella","627","547"
"2,025","2","5","Region 9 - San Francisco","STEC","92","93"
